,GO_term,pfam_id,GO_id,GO_level,count,GO_idx
1016,integrator complex,PF14750,GO:0032039,component,2,2010
1865,retinol transmembrane transporter activity,PF14752,GO:0034632,function,1,2011
48,AP-5 adaptor complex,PF14764,GO:0044599,component,1,2012
1220,mitochondrial respiratory chain complex I,PF14813,GO:0005747,component,5,2013
671,cornified envelope,PF14820,GO:0001533,component,3,2014
1778,regulation of angiogenesis,PF14822,GO:0045765,process,1,2015
905,glycerol-3-phosphate O-acyltransferase activity,PF14829,GO:0004366,function,1,2016
6,1-pyrroline-5-carboxylate dehydrogenase activity,PF14850,GO:0003842,function,1,2017
965,host cell cytoplasmic vesicle,PF14860,GO:0044161,component,1,2018
724,defense response to Gram-positive bacterium,PF14867,GO:0050830,process,3,2019
585,cellular respiration,PF14876,GO:0045333,process,1,2020
471,axonemal microtubule,PF14892,GO:0005879,component,1,2021
1294,negative regulation of phosphatase activity,PF14895,GO:0010923,process,1,2022
263,RNA polymerase I transcription regulator complex,PF14929,GO:0000120,component,1,2023
73,BLOC-1 complex,PF14942,GO:0031083,component,1,2024
1215,mitochondrial proton-transporting ATP synthase complex,PF14960,GO:0005753,component,1,2025
1230,mitochondrion organization,PF14972,GO:0007005,process,3,2026
1222,mitochondrial respiratory chain complex III assembly,PF14990,GO:0034551,process,3,2027
1149,melanosome,PF14991,GO:0042470,component,2,2028
49,AP-type membrane coat adaptor complex,PF15001,GO:0030119,component,1,2029
1188,microtubule organizing center organization,PF15003,GO:0031023,process,1,2030
368,activation of innate immune response,PF15009,GO:0002218,process,1,2031
1100,lysosome,PF15014,GO:0005764,component,1,2032
176,Golgi apparatus,PF15015,GO:0005794,component,2,2033
90,CatSper complex,PF15020,GO:0036128,component,2,2034
1795,regulation of double-strand break repair via nonhomologous end joining,PF15021,GO:2001032,process,1,2035
401,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",PF15024,GO:0030144,function,1,2036
1589,positive regulation of protein phosphorylation,PF15036,GO:0001934,process,1,2037
493,bile acid and bile salt transport,PF15048,GO:0015721,process,1,2038
2045,tetraspanin-enriched microdomain,PF15050,GO:0097197,component,1,2039
2168,vesicle tethering to Golgi,PF15053,GO:0099041,process,1,2040
1302,nervous system development,PF15056,GO:0007399,process,1,2041
1965,sperm principal piece,PF15064,GO:0097228,component,1,2042
362,actin filament bundle organization,PF15068,GO:0061572,process,1,2043
1762,recombinational repair,PF15072,GO:0000725,process,3,2044
2208,voltage-gated monoatomic ion channel activity,PF15108,GO:0005244,function,1,2045
1654,protein kinase A regulatory subunit binding,PF15127,GO:0034237,function,1,2046
1757,receptor signaling protein tyrosine kinase activator activity,PF15129,GO:0030298,function,1,2047
1829,regulation of toll-like receptor signaling pathway,PF15133,GO:0034121,process,1,2048
1898,secretory granule membrane,PF15138,GO:0030667,component,1,2049
158,Fanconi anaemia nuclear complex,PF15146,GO:0043240,component,4,2050
1838,release of cytochrome c from mitochondria,PF15150,GO:0001836,process,1,2051
2009,synaptonemal complex assembly,PF15162,GO:0007130,process,5,2052
1584,positive regulation of immune response,PF15177,GO:0050778,process,1,2053
162,G protein-coupled receptor binding,PF15180,GO:0001664,function,2,2054
1905,sensory perception of sound,PF15182,GO:0007605,process,1,2055
1212,mitochondrial outer membrane translocase complex,PF15184,GO:0005742,component,4,2056
1269,negative regulation of D-amino-acid oxidase activity,PF15199,GO:1900758,process,1,2057
1520,photoreceptor outer segment membrane,PF15201,GO:0042622,component,1,2058
831,fat cell differentiation,PF15202,GO:0045444,process,1,2059
1964,sperm plasma membrane,PF15203,GO:0097524,component,1,2060
1756,receptor recycling,PF15208,GO:0001881,process,1,2061
1579,positive regulation of cytokine production,PF15220,GO:0001819,process,1,2062
1000,immune response,PF15225,GO:0006955,process,22,2063
2010,synaptonemal complex organization,PF15233,GO:0070193,process,1,2064
1807,regulation of mitotic cell cycle spindle assembly checkpoint,PF15243,GO:0090266,process,1,2065
664,connexin binding,PF15281,GO:0071253,function,1,2066
1062,killing of cells of another organism,PF15291,GO:0031640,process,3,2067
1039,intraciliary transport particle A,PF15305,GO:0030991,component,1,2068
2090,transcription repressor complex,PF15306,GO:0017053,component,1,2069
354,acrosomal vesicle,PF15307,GO:0001669,component,2,2070
1967,spermatogenesis,PF15310,GO:0007283,process,9,2071
1952,snRNA binding,PF15313,GO:0017069,function,1,2072
587,cellular response to ionizing radiation,PF15319,GO:0071479,process,1,2073
245,RNA 5'-cap (guanine-N7)-methylation,PF15320,GO:0106005,process,1,2074
2030,tRNA-splicing ligase complex,PF15323,GO:0072669,component,1,2075
1285,negative regulation of double-strand break repair via nonhomologous end joining,PF15325,GO:2001033,process,1,2076
2079,transcription elongation factor activity,PF15328,GO:0003711,function,1,2077
71,B cell receptor signaling pathway,PF15332,GO:0050853,process,1,2078
268,RNA polymerase transcription factor SL1 complex,PF15333,GO:0005668,component,1,2079
355,acrosomal vesicle exocytosis,PF15339,GO:0060478,process,1,2080
950,histone H4-R3 methylation,PF15340,GO:0043985,process,1,2081
1271,negative regulation of T cell activation,PF15347,GO:0050868,process,1,2082
290,SMN complex,PF15348,GO:0032797,component,1,2083
578,cell-cell junction,PF15351,GO:0005911,component,1,2084
1327,non-motile cilium assembly,PF15352,GO:1905515,process,1,2085
439,apelin receptor binding,PF15360,GO:0031704,function,1,2086
508,box C/D snoRNP assembly,PF15370,GO:0000492,process,1,2087
149,EKC/KEOPS complex,PF15387,GO:0000408,component,1,2088
523,calcium-dependent protein binding,PF15427,GO:0048306,function,1,2089
1071,late endosome membrane,PF15454,GO:0031902,component,1,2090
1972,spliceosomal complex disassembly,PF15458,GO:0000390,process,1,2091
951,histone acetylation,PF15460,GO:0016573,process,5,2092
618,chloride transport,PF15462,GO:0006821,process,2,2093
1690,protein ubiquitination,PF15473,GO:0016567,process,11,2094
89,CST complex,PF15490,GO:1990879,component,3,2095
2088,transcription initiation at RNA polymerase III promoter,PF15497,GO:0006384,process,1,2096
296,SUMO binding,PF15499,GO:0032183,function,1,2097
1282,negative regulation of centriole replication,PF15501,GO:0046600,process,1,2098
1172,methylated histone binding,PF15549,GO:0035064,function,1,2099
470,axon guidance,PF15550,GO:0007411,process,2,2100
1058,keratinocyte development,PF15551,GO:0003334,process,1,2101
1233,mitotic cell cycle checkpoint signaling,PF15556,GO:0007093,process,2,2102
155,FANCM-MHF complex,PF15630,GO:0071821,component,1,2103
1767,regulation of B cell receptor signaling pathway,PF15666,GO:0050855,process,1,2104
645,circadian regulation of gene expression,PF15673,GO:0032922,process,1,2105
603,cerebellum development,PF15677,GO:0021549,process,1,2106
1239,mitotic spindle assembly,PF15678,GO:0090307,process,1,2107
1803,regulation of lymphocyte activation,PF15681,GO:0051249,process,1,2108
625,chondrocyte differentiation,PF15682,GO:0002062,process,1,2109
1572,positive regulation of angiogenesis,PF15686,GO:0045766,process,1,2110
1827,regulation of systemic acquired resistance,PF15699,GO:0010112,process,1,2111
70,B cell activation,PF15703,GO:0042113,process,1,2112
1548,pollen development,PF15704,GO:0009555,process,1,2113
754,double-strand break repair involved in meiotic recombination,PF15710,GO:1990918,process,1,2114
599,centriole replication,PF15718,GO:0007099,process,1,2115
1938,single-species biofilm formation,PF15723,GO:0044010,process,1,2116
1280,negative regulation of cell migration,PF15734,GO:0030336,process,1,2117
1341,nuclear retinoic acid receptor binding,PF15741,GO:0042974,function,1,2118
1298,negative regulation of substrate adhesion-dependent cell spreading,PF15745,GO:1900025,process,1,2119
356,acrosome reaction,PF15754,GO:0007340,process,1,2120
548,cartilage development,PF15756,GO:0051216,process,1,2121
1581,positive regulation of enamel mineralization,PF15757,GO:0070175,process,1,2122
763,dynein complex binding,PF15773,GO:0070840,function,3,2123
1308,neurotrophin TRK receptor signaling pathway,PF15798,GO:0048011,process,1,2124
1283,negative regulation of circadian rhythm,PF15800,GO:0042754,process,1,2125
407,alpha-tubulin binding,PF15806,GO:0043014,function,1,2126
1150,melanosome transport,PF15812,GO:0032402,process,1,2127
1590,positive regulation of release of cytochrome c from mitochondria,PF15826,GO:0090200,process,1,2128
1992,structural constituent of skin epidermis,PF15847,GO:0030280,function,1,2129
1288,negative regulation of glucose import,PF15894,GO:0046325,process,1,2130
293,SOSS complex,PF15925,GO:0070876,component,1,2131
1788,regulation of cell growth,PF15937,GO:0001558,process,1,2132
1902,sensory organ development,PF15952,GO:0007423,process,1,2133
601,centrosome cycle,PF15964,GO:0007098,process,1,2134
751,dolichyl-phosphate-mannose-protein mannosyltransferase activity,PF15971,GO:0004169,function,1,2135
776,embryonic development via the syncytial blastoderm,PF15972,GO:0001700,process,1,2136
1235,mitotic cytokinesis,PF16006,GO:0000281,process,1,2137
2135,type IV pilus assembly,PF16074,GO:0043683,process,3,2138
1686,protein trimerization,PF16331,GO:0070206,process,1,2139
2131,type II protein secretion system complex,PF16537,GO:0015627,component,6,2140
1586,positive regulation of myeloid cell differentiation,PF16647,GO:0045639,process,1,2141
350,acid phosphatase activity,PF16656,GO:0003993,function,1,2142
363,actin filament organization,PF16671,GO:0007015,process,4,2143
1284,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,PF16672,GO:0043154,process,1,2144
1943,single-stranded telomeric DNA binding,PF16686,GO:0043047,function,2,2145
280,Ragulator complex,PF16818,GO:0071986,component,3,2146
298,Shu complex,PF16834,GO:0097196,component,2,2147
743,dimethylpropiothetin dethiomethylase activity,PF16867,GO:0047869,function,1,2148
1003,import into cell,PF16941,GO:0098657,process,1,2149
1028,intracellular calcium ion homeostasis,PF16965,GO:0006874,process,2,2150
1316,nitrate transmembrane transport,PF16974,GO:0015706,process,1,2151
1246,molybdate ion transport,PF16983,GO:0015689,process,2,2152
1831,regulation of translation,PF17049,GO:0006417,process,1,2153
1196,mitochondrial crista junction,PF17050,GO:0044284,component,1,2154
1107,mRNA cap binding complex,PF17052,GO:0005845,component,2,2155
862,fungal-type cell wall organization,PF17056,GO:0031505,process,2,2156
1659,protein localization to spindle pole body,PF17060,GO:0071988,process,1,2157
1945,sleep,PF17064,GO:0030431,process,1,2158
1332,nuclear export,PF17066,GO:0051168,process,1,2159
785,endoplasmic reticulum inheritance,PF17078,GO:0048309,process,1,2160
1963,sperm individualization,PF17079,GO:0007291,process,1,2161
598,central plaque of spindle pole body,PF17082,GO:0005823,component,1,2162
1811,regulation of osteoblast differentiation,PF17085,GO:0045667,process,1,2163
1304,neuron projection development,PF17095,GO:0031175,process,1,2164
358,actin cortical patch,PF17096,GO:0030479,component,1,2165
640,"chromosome, centromeric region",PF17097,GO:0000775,component,6,2166
40,5S rRNA binding,PF17144,GO:0008097,function,1,2167
347,acetylcholine-gated channel complex,PF17175,GO:0005892,component,1,2168
1837,regulatory ncRNA-mediated post-transcriptional gene silencing,PF17204,GO:0035194,process,1,2169
1396,outer mitochondrial membrane organization,PF17237,GO:0007008,process,1,2170
1583,positive regulation of heart contraction,PF17308,GO:0045823,process,1,2171
1470,pheromone-dependent signal transduction involved in conjugation with cellular fusion,PF17317,GO:0000750,process,1,2172
2163,vacuole inheritance,PF17321,GO:0000011,process,1,2173
217,N-acyl homoserine lactone synthase activity,PF17327,GO:0061579,function,1,2174
1923,siderophore transport,PF17357,GO:0015891,process,1,2175
558,cell adhesion molecule binding,PF17366,GO:0050839,function,1,2176
2004,suppression by virus of host transcription,PF17527,GO:0039653,process,1,2177
947,histidine metabolic process,PF17528,GO:0006547,process,2,2178
1677,protein secretion by the type VI secretion system,PF17541,GO:0033103,process,1,2179
2069,toxin transport,PF17642,GO:1901998,process,1,2180
1484,"phosphatidylinositol 3-kinase complex, class III, type II",PF17649,GO:0034272,component,1,2181
644,cilium assembly,PF17664,GO:0060271,process,5,2182
1231,mitophagy,PF17716,GO:0000423,process,2,2183
1858,response to reactive oxygen species,PF17720,GO:0000302,process,1,2184
1290,negative regulation of helicase activity,PF17752,GO:0051097,process,1,2185
1841,resolution of meiotic recombination intermediates,PF17825,GO:0000712,process,1,2186
3,(3R)-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,PF17951,GO:0004317,function,1,2187
2005,suspensor development,PF18209,GO:0010098,process,1,2188
84,COP9 signalosome assembly,PF18392,GO:0010387,process,1,2189
1226,mitochondrial translation,PF18699,GO:0032543,process,1,2190
1040,intramolecular lyase activity,PF18916,GO:0016872,function,1,2191
186,Hsp90 protein binding,PF18972,GO:0051879,function,1,2192
88,CRISPR-cas system,PF19021,GO:0099048,process,1,2193
205,MAPK cascade,PF19039,GO:0000165,process,2,2194
1328,nuclear cap binding complex,PF19041,GO:0005846,component,3,2195
340,acetate-CoA ligase (ADP-forming) activity,PF19045,GO:0043758,function,1,2196
647,cis-Golgi network,PF19046,GO:0005801,component,1,2197
713,cytoskeleton-dependent intracellular transport,PF19047,GO:0030705,process,1,2198
1291,negative regulation of mitotic cell cycle,PF19052,GO:0045930,process,1,2199
1213,mitochondrial outer membrane translocase complex assembly,PF19117,GO:0070096,process,1,2200
1818,regulation of reciprocal meiotic recombination,PF19225,GO:0010520,process,1,2201
46,AMP deaminase activity,PF19326,GO:0003876,function,1,2202
75,C-C chemokine binding,PF19429,GO:0019957,function,1,2203
1688,protein tyrosine phosphatase activity,PF19567,GO:0004725,function,6,2204
288,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,PF19729,GO:0031146,process,1,2205
2134,type III site-specific deoxyribonuclease activity,PF19778,GO:0015668,function,1,2206
2035,telomerase catalytic core complex assembly,PF19977,GO:1904868,process,1,2207
1808,regulation of mitotic cytokinesis,PF20162,GO:1902412,process,1,2208
1944,site of double-strand break,PF20496,GO:0035861,component,1,2209
2059,thylakoid membrane organization,PF20711,GO:0010027,process,1,2210
1604,pre-miRNA processing,PF20932,GO:0031054,process,1,2211
1751,rRNA primary transcript binding,PF20945,GO:0042134,function,1,2212
1953,snRNA processing,PF21045,GO:0016180,process,1,2213
249,RNA cap binding,PF21071,GO:0000339,function,1,2214
730,deoxyribonuclease I activity,PF21111,GO:0004530,function,1,2215
1599,potassium channel regulator activity,PF21201,GO:0015459,function,1,2216
1180,microtubule,PF21410,GO:0005874,component,3,2217
2215,xylan biosynthetic process,PF21729,GO:0045492,process,1,2218
